atm_name,transaction_date,No_Of_Withdrawals,total_amount_withdrawn,weekday_monday,weekday_saturday,weekday_sunday,weekday_thursday,weekday_tuesday,weekday_wednesday,working_day_W,day_type_Day of Ashura,day_type_Diwali,day_type_Easter Sunday,day_type_Eid al-Adha,day_type_Eid ul-Fitr,day_type_Feast of Pentecost,day_type_Gandhi Jayanti,day_type_Good Friday,day_type_Holi,day_type_Independence Day,day_type_Labour Day,day_type_Makar Sankranti / Pongal,day_type_Mawlid,day_type_Normal Day,day_type_Palm Sunday,day_type_Republic Day,moving_avg_7d,prev_day_withdrawals,prev_day_amount,lag_1,lag_7
Airport ATM,2011-04-11,116,442100,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,377557.14285714284,227.0,679100.0,679100.0,112700.0
KK Nagar ATM,2011-04-11,266,893300,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,441985.71428571426,116.0,442100.0,442100.0,442300.0
Christ College ATM,2011-04-11,78,283400,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,432442.85714285716,266.0,893300.0,893300.0,350200.0
Big Street ATM,2011-04-12,31,111500,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,395500.0,78.0,283400.0,283400.0,370100.0
Mount Road ATM,2011-04-12,180,559200,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,444271.4285714286,31.0,111500.0,111500.0,217800.0
Airport ATM,2011-04-12,107,479600,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,492600.0,180.0,559200.0,559200.0,141300.0
KK Nagar ATM,2011-04-12,204,739500,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,501228.5714285714,107.0,479600.0,479600.0,679100.0
Christ College ATM,2011-04-12,82,322800,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,484185.71428571426,204.0,739500.0,739500.0,442100.0
Big Street ATM,2011-04-13,56,208500,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,386357.14285714284,82.0,322800.0,322800.0,893300.0
Mount Road ATM,2011-04-13,152,362400,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,397642.85714285716,56.0,208500.0,208500.0,283400.0
Airport ATM,2011-04-13,56,178400,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,407200.0,152.0,362400.0,362400.0,111500.0
KK Nagar ATM,2011-04-13,141,399900,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,384442.85714285716,56.0,178400.0,178400.0,559200.0
Christ College ATM,2011-04-13,67,268700,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,354314.28571428574,141.0,399900.0,399900.0,479600.0
Big Street ATM,2011-04-14,30,105600,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,263757.14285714284,67.0,268700.0,268700.0,739500.0
Mount Road ATM,2011-04-14,92,288700,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,258885.7142857143,30.0,105600.0,105600.0,322800.0
Airport ATM,2011-04-14,79,311800,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,273642.85714285716,92.0,288700.0,288700.0,208500.0
KK Nagar ATM,2011-04-14,199,727800,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,325842.85714285716,79.0,311800.0,311800.0,362400.0
Christ College ATM,2011-04-14,39,157000,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,322785.71428571426,199.0,727800.0,727800.0,178400.0
Big Street ATM,2011-04-15,29,90000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,278514.28571428574,39.0,157000.0,157000.0,399900.0
Mount Road ATM,2011-04-15,131,508300,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,312742.85714285716,29.0,90000.0,90000.0,268700.0
Airport ATM,2011-04-15,110,531500,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,373585.71428571426,131.0,508300.0,508300.0,105600.0
KK Nagar ATM,2011-04-15,149,428100,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,393500.0,110.0,531500.0,531500.0,288700.0
Christ College ATM,2011-04-15,96,468500,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,415885.71428571426,149.0,428100.0,428100.0,311800.0
Big Street ATM,2011-04-16,25,68100,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,321642.85714285716,96.0,468500.0,468500.0,727800.0
Mount Road ATM,2011-04-16,135,515400,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,372842.85714285716,25.0,68100.0,68100.0,157000.0
Airport ATM,2011-04-16,89,456400,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,425185.71428571426,135.0,515400.0,515400.0,90000.0
KK Nagar ATM,2011-04-16,126,468000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,419428.5714285714,89.0,456400.0,456400.0,508300.0
Christ College ATM,2011-04-16,79,297900,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,386057.14285714284,126.0,468000.0,468000.0,531500.0
Big Street ATM,2011-04-17,38,103000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,339614.28571428574,79.0,297900.0,297900.0,428100.0
Mount Road ATM,2011-04-17,196,538600,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,349628.5714285714,38.0,103000.0,103000.0,468500.0
Airport ATM,2011-04-17,73,268000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,378185.71428571426,196.0,538600.0,538600.0,68100.0
KK Nagar ATM,2011-04-17,120,481400,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,373328.5714285714,73.0,268000.0,268000.0,515400.0
Christ College ATM,2011-04-17,69,174500,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,333057.14285714284,120.0,481400.0,481400.0,456400.0
Big Street ATM,2011-04-18,32,154000,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,288200.0,69.0,174500.0,174500.0,468000.0
Mount Road ATM,2011-04-18,122,430500,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,307142.85714285716,32.0,154000.0,154000.0,297900.0
Airport ATM,2011-04-18,96,482600,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,361371.4285714286,122.0,430500.0,430500.0,103000.0
KK Nagar ATM,2011-04-18,81,315100,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,329442.85714285716,96.0,482600.0,482600.0,538600.0
Christ College ATM,2011-04-18,96,469100,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,358171.4285714286,81.0,315100.0,315100.0,268000.0
Big Street ATM,2011-04-19,27,92100,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,302557.14285714284,96.0,469100.0,469100.0,481400.0
Mount Road ATM,2011-04-19,197,673500,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,373842.85714285716,27.0,92100.0,92100.0,174500.0
Airport ATM,2011-04-19,64,217700,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,382942.85714285716,197.0,673500.0,673500.0,154000.0
KK Nagar ATM,2011-04-19,100,447600,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,385385.71428571426,64.0,217700.0,217700.0,430500.0
Christ College ATM,2011-04-19,81,273000,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,355442.85714285716,100.0,447600.0,447600.0,482600.0
Big Street ATM,2011-04-20,40,171400,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,334914.28571428574,81.0,273000.0,273000.0,315100.0
Mount Road ATM,2011-04-20,157,530100,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,343628.5714285714,40.0,171400.0,171400.0,469100.0
Airport ATM,2011-04-20,82,343500,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,379542.85714285716,157.0,530100.0,530100.0,92100.0
KK Nagar ATM,2011-04-20,166,638600,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,374557.14285714284,82.0,343500.0,343500.0,673500.0
Christ College ATM,2011-04-20,80,305700,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,387128.5714285714,166.0,638600.0,638600.0,217700.0
Big Street ATM,2011-04-21,34,120700,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,340428.5714285714,80.0,305700.0,305700.0,447600.0
Mount Road ATM,2011-04-21,121,361600,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,353085.71428571426,34.0,120700.0,120700.0,273000.0
Airport ATM,2011-04-21,53,246700,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,363842.85714285716,121.0,361600.0,361600.0,171400.0
KK Nagar ATM,2011-04-21,164,742500,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,394185.71428571426,53.0,246700.0,246700.0,530100.0
Christ College ATM,2011-04-21,62,165900,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,368814.28571428574,164.0,742500.0,742500.0,343500.0
Big Street ATM,2011-04-22,24,73900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,288142.85714285716,62.0,165900.0,165900.0,638600.0
Mount Road ATM,2011-04-22,161,397800,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,301300.0,24.0,73900.0,73900.0,305700.0
Airport ATM,2011-04-22,74,262900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,321614.28571428574,161.0,397800.0,397800.0,120700.0
KK Nagar ATM,2011-04-22,143,536400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,346585.71428571426,74.0,262900.0,262900.0,361600.0
